"trainer/global_step","phase_reshape_10k_resumed - _step","phase_reshape_10k_resumed - _step__MIN","phase_reshape_10k_resumed - _step__MAX","phase_reshape_10k_resumed - val/loss_epoch","phase_reshape_10k_resumed - val/loss_epoch__MIN","phase_reshape_10k_resumed - val/loss_epoch__MAX","phase_reshape_1M - _step","phase_reshape_1M - _step__MIN","phase_reshape_1M - _step__MAX","phase_reshape_1M - val/loss_epoch","phase_reshape_1M - val/loss_epoch__MIN","phase_reshape_1M - val/loss_epoch__MAX","phase_reshape_10k - _step","phase_reshape_10k - _step__MIN","phase_reshape_10k - _step__MAX","phase_reshape_10k - val/loss_epoch","phase_reshape_10k - val/loss_epoch__MIN","phase_reshape_10k - val/loss_epoch__MAX","phase_train500kids - _step","phase_train500kids - _step__MIN","phase_train500kids - _step__MAX","phase_train500kids - val/loss_epoch","phase_train500kids - val/loss_epoch__MIN","phase_train500kids - val/loss_epoch__MAX","phase_train2402 - _step","phase_train2402 - _step__MIN","phase_train2402 - _step__MAX","phase_train2402 - val/loss_epoch","phase_train2402 - val/loss_epoch__MIN","phase_train2402 - val/loss_epoch__MAX"
"5819","","","","","","","20232","20232","20232","0.0309600830078125","0.0309600830078125","0.0309600830078125","","","","","","","","","","","","","","","","","",""
"5822","11988","11988","11988","0.03670560568571091","0.03670560568571091","0.03670560568571091","","","","","","","","","","","","","","","","","","","","","","","",""
"5827","","","","","","","20253","20253","20253","0.03090961091220379","0.03090961091220379","0.03090961091220379","","","","","","","","","","","","","","","","","",""
"5831","12019","12019","12019","0.036741990596055984","0.036741990596055984","0.036741990596055984","","","","","","","","","","","","","","","","","","","","","","","",""
"5835","","","","","","","20284","20284","20284","0.030926045030355453","0.030926045030355453","0.030926045030355453","","","","","","","","","","","","","","","","","",""
"5840","12050","12050","12050","0.036284226924180984","0.036284226924180984","0.036284226924180984","","","","","","","","","","","","","","","","","","","","","","","",""
"5843","","","","","","","20315","20315","20315","0.03098825365304947","0.03098825365304947","0.03098825365304947","","","","","","","","","","","","","","","","","",""
"5850","12081","12081","12081","0.03626075014472008","0.03626075014472008","0.03626075014472008","","","","","","","","","","","","","","","","","","","","","","","",""
"5851","","","","","","","20346","20346","20346","0.031015248969197273","0.031015248969197273","0.031015248969197273","","","","","","","","","","","","","","","","","",""
"5858","","","","","","","20360","20360","20360","0.030976515263319016","0.030976515263319016","0.030976515263319016","","","","","","","","","","","","","","","","","",""
"5859","12107","12107","12107","0.03684058412909508","0.03684058412909508","0.03684058412909508","","","","","","","","","","","","","","","","","","","","","","","",""
"5866","","","","","","","20391","20391","20391","0.031017597764730453","0.031017597764730453","0.031017597764730453","","","","","","","","","","","","","","","","","",""
"5868","12141","12141","12141","0.037234965711832047","0.037234965711832047","0.037234965711832047","","","","","","","","","","","","","","","","","","","","","","","",""
"5874","","","","","","","20422","20422","20422","0.03117135912179947","0.03117135912179947","0.03117135912179947","","","","","","","","","","","","","","","","","",""
"5877","12172","12172","12172","0.03708824887871742","0.03708824887871742","0.03708824887871742","","","","","","","","","","","","","","","","","","","","","","","",""
"5882","","","","","","","20453","20453","20453","0.03107159025967121","0.03107159025967121","0.03107159025967121","","","","","","","","","","","","","","","","","",""
"5887","12203","12203","12203","0.03683941066265106","0.03683941066265106","0.03683941066265106","","","","","","","","","","","","","","","","","","","","","","","",""
"5890","","","","","","","20484","20484","20484","0.030893178656697273","0.030893178656697273","0.030893178656697273","","","","","","","","","","","","","","","","","",""
"5896","12234","12234","12234","0.03698261082172394","0.03698261082172394","0.03698261082172394","","","","","","","","","","","","","","","","","","","","","","","",""
"5898","","","","","","","20498","20498","20498","0.03088144212961197","0.03088144212961197","0.03088144212961197","","","","","","","","","","","","","","","","","",""
"5905","12265","12265","12265","0.03661170229315758","0.03661170229315758","0.03661170229315758","","","","","","","","","","","","","","","","","","","","","","","",""
"5906","","","","","","","20529","20529","20529","0.030852098017930984","0.030852098017930984","0.030852098017930984","","","","","","","","","","","","","","","","","",""
"5914","","","","","","","20560","20560","20560","0.031072763726115227","0.031072763726115227","0.031072763726115227","","","","","","","","","","","","","","","","","",""
"5915","12296","12296","12296","0.03647319972515106","0.03647319972515106","0.03647319972515106","","","","","","","","","","","","","","","","","","","","","","","",""
"5921","","","","","","","20591","20591","20591","0.031028160825371742","0.031028160825371742","0.031028160825371742","","","","","","","","","","","","","","","","","",""
"5924","12327","12327","12327","0.03632648289203644","0.03632648289203644","0.03632648289203644","","","","","","","","","","","","","","","","","","","","","","","",""
"5929","","","","","","","20619","20619","20619","0.030852098017930984","0.030852098017930984","0.030852098017930984","","","","","","","","","","","","","","","","","",""
"5933","12358","12358","12358","0.036663349717855453","0.036663349717855453","0.036663349717855453","","","","","","","","","","","","","","","","","","","","","","","",""
"5937","","","","","","","20636","20636","20636","0.030806321650743484","0.030806321650743484","0.030806321650743484","","","","","","","","","","","","","","","","","",""
"5943","12389","12389","12389","0.03659761697053909","0.03659761697053909","0.03659761697053909","","","","","","","","","","","","","","","","","","","","","","","",""
"5945","","","","","","","20667","20667","20667","0.03088848479092121","0.03088848479092121","0.03088848479092121","","","","","","","","","","","","","","","","","",""
"5952","12420","12420","12420","0.03686288744211197","0.03686288744211197","0.03686288744211197","","","","","","","","","","","","","","","","","","","","","","","",""
"5953","","","","","","","20698","20698","20698","0.030839186161756516","0.030839186161756516","0.030839186161756516","","","","","","","","","","","","","","","","","",""
"5961","12452","12452","12452","0.03734295070171356","0.03734295070171356","0.03734295070171356","20729","20729","20729","0.030981210991740227","0.030981210991740227","0.030981210991740227","","","","","","","","","","","","","","","","","",""
"5969","","","","","","","20747","20747","20747","0.0309295654296875","0.0309295654296875","0.0309295654296875","","","","","","","","","","","","","","","","","",""
"5970","12483","12483","12483","0.03741220384836197","0.03741220384836197","0.03741220384836197","","","","","","","","","","","","","","","","","","","","","","","",""
"5977","","","","","","","20774","20774","20774","0.030749980360269547","0.030749980360269547","0.030749980360269547","","","","","","","","","","","","","","","","","",""
"5980","12514","12514","12514","0.03727252781391144","0.03727252781391144","0.03727252781391144","","","","","","","","","","","","","","","","","","","","","","","",""
"5984","","","","","","","20805","20805","20805","0.030778151005506516","0.030778151005506516","0.030778151005506516","","","","","","","","","","","","","","","","","",""
"5989","12536","12536","12536","0.03691687807440758","0.03691687807440758","0.03691687807440758","","","","","","","","","","","","","","","","","","","","","","","",""
"5992","","","","","","","20836","20836","20836","0.030937781557440758","0.030937781557440758","0.030937781557440758","","","","","","","","","","","","","","","","","",""
"5998","12559","12559","12559","0.03671499341726303","0.03671499341726303","0.03671499341726303","","","","","","","","","","","","","","","","","","","","","","","",""
"6000","","","","","","","20867","20867","20867","0.03067251294851303","0.03067251294851303","0.03067251294851303","","","","","","","","","","","","","","","","","",""
"6008","12590","12590","12590","0.03684762865304947","0.03684762865304947","0.03684762865304947","20881","20881","20881","0.030793409794569016","0.030793409794569016","0.030793409794569016","","","","","","","","","","","","","","","","","",""
"6016","","","","","","","20912","20912","20912","0.03091195970773697","0.03091195970773697","0.03091195970773697","","","","","","","","","","","","","","","","","",""
"6017","12621","12621","12621","0.03664457052946091","0.03664457052946091","0.03664457052946091","","","","","","","","","","","","","","","","","","","","","","","",""
"6024","","","","","","","20943","20943","20943","0.031118540093302727","0.031118540093302727","0.031118540093302727","","","","","","","","","","","","","","","","","",""
"6026","12652","12652","12652","0.037062425166368484","0.037062425166368484","0.037062425166368484","","","","","","","","","","","","","","","","","","","","","","","",""
"6032","","","","","","","20974","20974","20974","0.03100116364657879","0.03100116364657879","0.03100116364657879","","","","","","","","","","","","","","","","","",""
"6036","12683","12683","12683","0.036777202039957047","0.036777202039957047","0.036777202039957047","","","","","","","","","","","","","","","","","","","","","","","",""
"6040","","","","","","","21005","21005","21005","0.03074411302804947","0.03074411302804947","0.03074411302804947","","","","","","","","","","","","","","","","","",""
"6045","12714","12714","12714","0.03685584291815758","0.03685584291815758","0.03685584291815758","","","","","","","","","","","","","","","","","","","","","","","",""
"6047","","","","","","","21019","21019","21019","0.030815711244940758","0.030815711244940758","0.030815711244940758","","","","","","","","","","","","","","","","","",""
"6054","12746","12746","12746","0.03708824887871742","0.03708824887871742","0.03708824887871742","","","","","","","","","","","","","","","","","","","","","","","",""
"6055","","","","","","","21050","21050","21050","0.030930738896131516","0.030930738896131516","0.030930738896131516","","","","","","","","","","","","","","","","","",""
"6063","12777","12777","12777","0.03743802756071091","0.03743802756071091","0.03743802756071091","21081","21081","21081","0.030859140679240227","0.030859140679240227","0.030859140679240227","","","","","","","","","","","","","","","","","",""
"6071","","","","","","","21112","21112","21112","0.03091195970773697","0.03091195970773697","0.03091195970773697","","","","","","","","","","","","","","","","","",""
"6073","12808","12808","12808","0.03745210915803909","0.03745210915803909","0.03745210915803909","","","","","","","","","","","","","","","","","","","","","","","",""
